stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,alias,stop_area,stop_desc,lest_x,lest_y,zone_name
34103,7890019-1,Reola,58.27162913,26.7714316,34103,Reola; Reola raudteejaam,Haaslava vald,,6462347.5,662586.43,
34104,7890033-1,Vana-Kuuste,58.25502862,26.784122600000003,34104,,Kambja vald,,6460531.0,663407.25,
34105,7890043-1,Ülenurme,58.3100124,26.7214652,34105,,Ülenurme vald,,6466499.0,659483.37,
34106,7890027-1,Tõravere,58.26035733,26.48176819,34106,,Nõo vald,,6460427.5,645647.93,
34111,7890005-1,Elva,58.22522916,26.42254227,34111,Elva,Elva linn,,6456390.5,642314.93,
34113,4490016-1,Püssi,59.35857821,27.04812372,34113,Püssi,Lüganuse vald,,6583998.0,673308.12,
34115,7890015-1,Peedu,58.23718837,26.44874904,34115,,Elva linn,,6457777.5,643805.18,
34117,6590015-1,Koidula,57.83697749,27.57526996,34117,,Värska vald,,6416236.5,712283.18,
34120,8290027-1,Valga,57.77455098,26.05292157,34120,Valga,Valga linn,,6405494.0,622144.56,
34122,7890009-1,Kirsi,58.35750153,26.71539974,34122,,Tartu linn,,6471769.5,658914.06,TartuLinn
34123,7890001-1,Aardla,58.35771232,26.71457291,34123,,Tartu linn,,6471791.0,658864.75,TartuLinn
34128,6790002-1,Pärnu kaubajaam,58.39520917,24.58795809,34128,,Pärnu linn,,6472903.0,534381.37,"PärnuLinn,PärnuMVLL"
34130,6790009-1,Tori,58.50944456,24.79525761,34130,,Tori vald,,6485750.5,546352.06,
34131,6790007-1,Tootsi,58.56410972,24.81080414,34131,Tootsi Pärnumaa,Tori vald,,6491849.5,547184.56,
34132,6790011-1,Viluvere,58.64217968,24.86544365,34132,,Vändra vald,,6500584.0,550251.93,
34134,7090002-1,Eidapere,58.75714104,24.93916466,34134,,Eidapere alevik,,6513445.0,554353.0,
34135,7090010-1,Koogiste,58.79333415,24.99852238,34135,,Kehtna vald,,6517525.5,557728.0,
34136,8490006-1,Viljandi,58.35791005,25.57399338,34136,Viljandi,Viljandi linn,,6469679.0,592130.87,ViljandiLinn
34137,8490004-1,Sürgavere,58.48779601,25.53699636,34137,,Suure-Jaani vald,,6484091.5,589634.25,
34138,8490002-1,Olustvere,58.54549671,25.54671514,34138,,Olustvere alevik,,6490529.5,590052.75,
34139,8490008-1,Võhma,58.62956665,25.56174968,34139,Võhma,Võhma linn,,6499911.0,590709.93,
34140,5190006-1,Ollepa,58.6663882,25.54078773,34140,,Türi vald,,6503983.0,589398.43,
34141,5190004-1,Kärevere,58.72524663,25.51802667,34141,,Türi vald,,6510507.0,587929.68,tartu1
34143,5190010-1,Türi,58.80514437,25.42207575,34143,Türi,Türi linn,,6519282.5,582184.06,tartu1
34145,7090012-1,Käru,58.83417302,25.144014600000002,34145,Käru,Käru alevik,,6522208.0,566061.06,
34146,7090014-1,Lelle,58.86827578,25.00611115,34146,Lelle,Lelle alevik,,6525878.5,558041.5,
34147,7090006-1,Keava,58.943045999999995,24.89844592,34147,,Keava alevik,,6534118.0,551719.25,
34148,7090018-1,Rapla,58.99438612,24.83210464,34148,Rapla,Rapla linn,,6539787.0,547829.56,
34149,7090004-1,Hagudi,59.06567832,24.81269417,34149,,Hagudi alevik,,6547714.0,546617.68,
34151,7090008-1,Kohila,59.17117658,24.74347502,34151,Kohila,Kohila alev,,6559419.0,542517.06,Harju4
34152,7090020-1,Vilivere,59.20141146,24.71305939,34152,,Kohila vald,,6562767.95,540741.95,Harju4
34153,7890002-1,Aardla,58.35786742,26.71488512,34153,,Tartu linn,,6471809.0,658882.31,TartuLinn
34155,7890022-1,Ropka,58.31487635,26.62869246,34155,,Ülenurme vald,,6466823.5,654028.31,
34157,7890014-1,Nõo,58.28159677,26.53692462,34157,Nõo,Nõo vald,,6462912.5,648793.93,
34158,7890028-1,Tõravere,58.26034192,26.48186726,34158,,Nõo vald,,6460426.0,645653.81,
34160,7890016-1,Peedu,58.23722362,26.44855131,34160,,Elva linn,,6457781.0,643793.43,
34161,7890006-1,Elva,58.22564249,26.42301123,34161,Elva,Elva linn,,6456437.5,642340.81,
34163,8290014-1,Palupera,58.1270642,26.32576941,34163,,Palupera vald,,6445262.5,637011.25,
34165,8290018-1,Puka,58.05526326,26.24000128,34165,,Puka alevik,,6437098.0,632227.56,
34166,8290010-1,Mägiste,58.01099675,26.23113982,34166,,Sangaste vald,,6432153.0,631868.62,
34168,8290006-1,Keeni,57.94705924,26.23938984,34168,,Sangaste vald,,6425052.0,632593.75,
34170,8290024-1,Sangaste,57.86410082,26.18917104,34170,,Tsirguliina alevik,,6415719.0,629922.87,
34172,8290028-1,Valga,57.77449139,26.05327017,34172,Valga,Valga linn,,6405488.0,622165.5,
